study,variant,instance,seed,alpha,trials,final_best_error,total_cost,runtime_seconds,objective_evaluations,mean_max_fidelity,mean_population_budget,burst_events
ablation,Full HAT,189354,8,0.0005,200,-74.34207153320312,334981.1484503746,1.0418187000323087,924,41.77,165.145,172
ablation,Full HAT,189354,9,0.0005,200,-69.9686050415039,244663.36951971054,0.953222299925983,830,28.89,127.885,183
ablation,Full HAT,189862,0,0.0005,200,-85.28624725341797,36485.77513337135,1.195007000118494,937,38.425,169.06,186
ablation,Full HAT,189862,1,0.0005,200,-86.49740600585938,32870.32736194134,1.0332080000080168,870,26.195,71.395,186
ablation,Full HAT,189862,2,0.0005,200,-86.35932922363281,47034.88905775547,1.069683400215581,936,44.235,176.345,179
ablation,Full HAT,189862,3,0.0005,200,-86.20217895507812,43148.10632228851,1.108051999937743,945,45.605,177.225,179
ablation,Full HAT,189862,4,0.0005,200,-86.75679779052734,45174.18980431557,1.0560585998464376,955,44.87,179.785,179
ablation,Full HAT,189862,5,0.0005,200,-85.6434555053711,27480.80784189701,0.9911409998312593,814,22.645,85.71,190
ablation,Full HAT,189862,6,0.0005,200,-88.64344024658203,44176.21232557297,1.115760400192812,939,42.81,163.76,178
ablation,Full HAT,189862,7,0.0005,200,-85.633544921875,39294.55665278435,1.0208828998729587,936,40.72,165.75,187
ablation,Full HAT,189862,8,0.0005,200,-82.50780487060547,16582.593467473984,0.905148700112477,784,13.495,80.78,189
ablation,Full HAT,189862,9,0.0005,200,-86.28704071044922,40883.244312524796,1.0782206000294536,951,45.695,178.27,176
ablation,Full HAT,189865,0,0.0005,200,-95.375,35955.00152158737,1.114300600020215,954,46.26,181.55,183
ablation,Full HAT,189865,1,0.0005,200,-95.37794494628906,35207.35426449776,0.9835135999601334,872,34.565,115.315,184
ablation,Full HAT,189865,2,0.0005,200,-94.20279693603516,38987.603065252304,1.0456567001529038,926,41.93,173.23,179
ablation,Full HAT,189865,3,0.0005,200,-94.35726928710938,38952.26193243265,1.1023166999220848,959,46.875,183.415,181
ablation,Full HAT,189865,4,0.0005,200,-94.5910873413086,37775.25567942858,1.057124099927023,935,42.665,172.18,180
ablation,Full HAT,189865,5,0.0005,200,-93.61013793945312,36942.10956609249,1.0071491999551654,904,38.545,146.795,187
ablation,Full HAT,189865,6,0.0005,200,-92.99821472167969,15663.072870612144,0.9420514998491853,786,14.415,60.215,187
ablation,Full HAT,189865,7,0.0005,200,-95.18181610107422,36827.6911560297,1.0367276000324637,959,45.885,171.29,187
ablation,Full HAT,189865,8,0.0005,200,-95.35404968261719,33551.691016972065,1.043781999964267,931,42.395,166.38,177
ablation,Full HAT,189865,9,0.0005,200,-94.15813446044922,35448.33277004957,1.0706403001677245,931,43.33,178.31,180
ablation,Full HAT,189866,0,0.0005,200,-70.45635223388672,428341.6972641945,1.0204258000012487,950,44.305,178.55,179
ablation,Full HAT,189866,1,0.0005,200,-75.52809143066406,552686.9585161209,1.0679297000169754,956,44.2,172.985,181
ablation,Full HAT,189866,2,0.0005,200,-75.24515533447266,377589.1584415436,0.9498103999067098,891,35.215,160.115,180
ablation,Full HAT,189866,3,0.0005,200,-72.68428039550781,418839.506667614,1.0238733999431133,923,40.92,169.345,184
ablation,Full HAT,189866,4,0.0005,200,-75.27671813964844,473416.544260025,1.18002470000647,966,47.585,184.335,184
ablation,Full HAT,189866,5,0.0005,200,-70.54882049560547,530566.597464323,1.0775667999405414,962,46.67,179.245,184
ablation,Full HAT,189866,6,0.0005,200,-71.03767395019531,307091.88687992096,1.130587600171566,922,29.63,128.105,186
ablation,Full HAT,189866,7,0.0005,200,-71.25385284423828,333772.5740852356,1.0683929999358952,943,41.565,178.63,189
ablation,Full HAT,189866,8,0.0005,200,-72.82791137695312,399234.39350509644,1.0306426999159157,947,43.795,173.995,184
ablation,Full HAT,189866,9,0.0005,200,-74.59656524658203,427137.817196846,1.1018193999771029,945,44.615,175.575,181
ablation,Full HAT,189873,0,0.0005,200,-83.04630279541016,1084729.5005807877,1.083513599820435,942,44.565,179.18,180
ablation,Full HAT,189873,1,0.0005,200,-80.55374908447266,956494.4751739502,0.9851927000563592,882,35.6,136.53,185
ablation,Full HAT,189873,2,0.0005,200,-80.65772247314453,1182278.0216679573,1.0725179000291973,942,43.545,181.885,185
ablation,Full HAT,189873,3,0.0005,200,-84.87250518798828,1021624.9142131805,1.1895741999614984,936,39.405,169.39,184
ablation,Full HAT,189873,4,0.0005,200,-81.38894653320312,833265.6410675049,1.0176880999933928,912,34.305,147.705,174
ablation,Full HAT,189873,5,0.0005,200,-85.48330688476562,1306225.6844358444,1.0929752001538873,959,45.585,176.59,181
ablation,Full HAT,189873,6,0.0005,200,-77.92845153808594,965041.306178093,1.1739246000070125,934,41.74,151.7,175
ablation,Full HAT,189873,7,0.0005,200,-82.8045883178711,270926.7743368149,0.8729018999729306,777,17.34,90.77,192
ablation,Full HAT,189873,8,0.0005,200,-84.62162017822266,806336.1750965118,1.0847550998441875,887,34.515,141.3,181
ablation,Full HAT,189873,9,0.0005,200,-76.83515930175781,656154.3412895203,1.0665235000196844,892,27.06,132.55,187
ablation,Full HAT,189905,0,0.0005,200,-93.58307647705078,26534.35597872734,1.0579892999958247,955,44.77,181.99,186
ablation,Full HAT,189905,1,0.0005,200,-92.64496612548828,31231.02811461687,1.026896100025624,938,40.8,143.045,180
ablation,Full HAT,189905,2,0.0005,200,-93.92211151123047,32166.121302187443,1.1472855999600142,940,44.695,176.805,179
ablation,Full HAT,189905,3,0.0005,200,-93.5776596069336,26828.75130277872,1.0748664001002908,938,44.69,173.835,180
ablation,Full HAT,189905,4,0.0005,200,-92.31298065185547,29809.608106136322,1.0039692998398095,959,46.94,183.42,182
ablation,Full HAT,189905,5,0.0005,200,-93.38987731933594,32338.47541385889,1.1961011998355389,933,40.745,154.895,178
ablation,Full HAT,189905,6,0.0005,200,-93.90545654296875,29230.749095857143,1.0262939999811351,946,43.355,164.36,181
ablation,Full HAT,189905,7,0.0005,200,-94.45917510986328,25786.143428862095,1.0964172999374568,958,44.8,158.4,187
ablation,Full HAT,189905,8,0.0005,200,-91.60552978515625,25642.358805716038,1.167131399968639,923,42.08,168.91,176
ablation,Full HAT,189905,9,0.0005,200,-92.7428970336914,28369.400252997875,1.0863773999735713,949,46.195,181.45,180
ablation,Full HAT,189906,0,0.0005,200,-89.79498291015625,43584.93485605717,1.084203400183469,950,44.425,177.83,183
ablation,Full HAT,189906,1,0.0005,200,-88.84200286865234,46348.14890110493,1.1262453000526875,929,41.03,147.47,178
ablation,Full HAT,189906,2,0.0005,200,-88.79369354248047,46835.69548654556,1.0385838998481631,922,42.6,170.695,173
ablation,Full HAT,189906,3,0.0005,200,-86.04397583007812,43045.12819290161,1.1597118999343365,931,44.47,174.255,169
ablation,Full HAT,189906,4,0.0005,200,-87.45756530761719,44574.67955636978,1.1469924000557512,940,43.98,176.115,181
ablation,Full HAT,189906,5,0.0005,200,-87.598388671875,50236.64823526144,1.1205603999551386,959,46.13,177.76,184
ablation,Full HAT,189906,6,0.0005,200,-86.95755004882812,43626.375420212746,0.987566800089553,929,41.58,161.84,172
ablation,Full HAT,189906,7,0.0005,200,-88.64959716796875,41802.808218955994,1.170234799850732,960,41.45,144.455,188
ablation,Full HAT,189906,8,0.0005,200,-85.9948501586914,23791.39446991682,0.9161342999432236,806,21.345,122.21,187
ablation,Full HAT,189906,9,0.0005,200,-87.8956298828125,44119.329905331135,1.017899899976328,955,45.995,183.425,184
ablation,Full HAT,189908,0,0.0005,200,-89.2077407836914,90553.76235127449,0.9544509998522699,760,15.545,125.845,185
ablation,Full HAT,189908,1,0.0005,200,-90.46417236328125,310580.3959901333,1.1129012000747025,954,46.075,180.36,184
ablation,Full HAT,189908,2,0.0005,200,-87.98112487792969,155095.04603624344,0.9280948000960052,818,23.355,136.21,190
ablation,Full HAT,189908,3,0.0005,200,-88.67559051513672,107461.04169249535,0.9722241999115795,792,17.255,115.365,190
ablation,Full HAT,189908,4,0.0005,200,-86.7983169555664,128449.72259235382,0.9594129999168217,808,20.99,170.0,183
ablation,Full HAT,189908,5,0.0005,200,-88.90817260742188,234106.83907532692,1.0266705001704395,923,35.7,124.91,181
ablation,Full HAT,189908,6,0.0005,200,-87.47781372070312,198410.2660112381,0.9803935000672936,873,28.355,131.9,180
ablation,Full HAT,189908,7,0.0005,200,-88.73616027832031,95451.80533957481,1.0341948000714183,777,17.34,90.77,192
ablation,Full HAT,189908,8,0.0005,200,-89.9541015625,264488.2326872349,1.0543800999876112,946,45.355,174.415,176
ablation,Full HAT,189908,9,0.0005,200,-87.64436340332031,283549.4226067066,1.0639099997933954,961,46.42,182.08,187
ablation,Full HAT,189909,0,0.0005,200,-78.36669158935547,47975.48818182945,1.0493725000414997,922,39.82,161.205,181
ablation,Full HAT,189909,1,0.0005,200,-76.03260040283203,59540.64969396591,1.0844854000024498,942,42.06,141.725,182
ablation,Full HAT,189909,2,0.0005,200,-77.68463897705078,60013.91926884651,1.1238296998199075,952,42.745,174.165,178
ablation,Full HAT,189909,3,0.0005,200,-77.20838928222656,40597.85638940334,0.9696940998546779,903,28.205,175.485,190
ablation,Full HAT,189909,4,0.0005,200,-77.3840103149414,45896.931963801384,1.075840099947527,911,35.46,125.645,181
ablation,Full HAT,189909,5,0.0005,200,-77.37025451660156,64639.306144952774,1.1022580999415368,955,45.625,176.555,174
ablation,Full HAT,189909,6,0.0005,200,-80.06893920898438,57534.27978014946,1.0175328000914305,939,43.185,165.16,180
ablation,Full HAT,189909,7,0.0005,200,-78.37577056884766,36938.323788166046,1.0540557000786066,886,28.445,146.495,189
ablation,Full HAT,189909,8,0.0005,200,-78.73326873779297,44423.54827928543,0.9735677000135183,900,36.58,161.48,179
ablation,Full HAT,189909,9,0.0005,200,-75.19020080566406,19198.380079746246,0.8099252998363227,703,14.225,81.145,187
ablation,Full HAT,34539,0,0.0005,200,-97.67363739013672,43335.6333245039,0.6855774000287056,935,43.88,177.025,178
ablation,Full HAT,34539,1,0.0005,200,-97.78511810302734,49872.50740003586,0.6411073999479413,908,40.07,151.225,178
ablation,Full HAT,34539,2,0.0005,200,-97.52694702148438,53089.65338802338,0.6421751999296248,952,46.23,185.14,182
ablation,Full HAT,34539,3,0.0005,200,-97.6205825805664,49362.84627878666,0.6331920998636633,965,47.645,184.67,187
ablation,Full HAT,34539,4,0.0005,200,-97.66084289550781,44434.64717280865,0.6333969999104738,922,42.44,173.22,183
ablation,Full HAT,34539,5,0.0005,200,-97.52544403076172,50036.2955121994,0.6122668001335114,941,43.535,167.125,181
ablation,Full HAT,34539,6,0.0005,200,-97.38085174560547,35409.934074640274,0.6194255000445992,868,29.08,122.715,185
ablation,Full HAT,34539,7,0.0005,200,-96.89006805419922,46518.121657550335,0.6900965999811888,962,46.32,179.235,187
ablation,Full HAT,34539,8,0.0005,200,-97.40825653076172,42742.03099822998,0.644433599896729,934,43.87,163.61,174
ablation,Full HAT,34539,9,0.0005,200,-97.71806335449219,43982.86506164074,0.6446018000133336,950,44.5,179.075,181
ablation,Full HAT,3945,0,0.0005,200,-98.44110107421875,66478.83439040184,0.6003137999214232,916,32.01,122.45,179
ablation,Full HAT,3945,1,0.0005,200,-98.59941101074219,94434.2634088993,0.6376774001400918,941,42.25,149.765,192
ablation,Full HAT,3945,2,0.0005,200,-98.5340805053711,86682.62051057816,0.6873439999762923,941,42.48,184.695,188
ablation,Full HAT,3945,3,0.0005,200,-98.5397720336914,86278.58598423004,0.6245651999488473,946,45.15,181.735,190
ablation,Full HAT,3945,4,0.0005,200,-98.47979736328125,59522.35304749012,0.697954700095579,854,29.9,148.115,191
ablation,Full HAT,3945,5,0.0005,200,-98.36639404296875,82707.0308380127,0.6885442999191582,923,37.545,152.135,184
ablation,Full HAT,3945,6,0.0005,200,-98.50902557373047,62515.1372923851,0.5812505001667887,861,30.285,113.57,191
ablation,Full HAT,3945,7,0.0005,200,-98.42061614990234,76623.51398682594,0.6361030000261962,943,42.635,179.15,185
ablation,Full HAT,3945,8,0.0005,200,-98.33304595947266,85140.18479180336,0.6418131000827998,944,44.75,171.64,180
ablation,Full HAT,3945,9,0.0005,200,-98.41606140136719,83661.87515735626,0.6666947000194341,958,46.565,181.4,186
ablation,Full HAT,7593,0,0.0005,200,-76.23754119873047,397034.53058052063,0.6666300999931991,912,40.575,166.835,180
ablation,Full HAT,7593,1,0.0005,200,-75.6636734008789,459335.72471523285,0.6546142001170665,919,38.96,161.12,184
ablation,Full HAT,7593,2,0.0005,200,-70.65438842773438,206478.3168861866,0.5372776000294834,738,18.775,110.595,187
ablation,Full HAT,7593,3,0.0005,200,-76.81482696533203,491689.26810884476,0.7206349999178201,943,44.44,175.695,180
ablation,Full HAT,7593,4,0.0005,200,-76.57372283935547,325019.80714941025,0.5965050999075174,871,34.195,125.325,170
ablation,Full HAT,7593,5,0.0005,200,-74.71590423583984,511558.8472943306,0.8028526001144201,946,40.865,149.7,174
ablation,Full HAT,7593,6,0.0005,200,-76.91923522949219,476394.900580883,0.6406334999483079,931,42.745,164.465,173
ablation,Full HAT,7593,7,0.0005,200,-71.58509063720703,137310.2283024788,0.5853224999736995,779,16.17,101.305,192
ablation,Full HAT,7593,8,0.0005,200,-78.12394714355469,417968.0107870102,0.6432135000359267,905,40.38,162.535,173
ablation,Full HAT,7593,9,0.0005,200,-72.46185302734375,284314.49393987656,0.5317759001627564,839,24.035,136.02,190
