study,variant,instance,seed,alpha,trials,final_best_error,total_cost,runtime_seconds,objective_evaluations,mean_max_fidelity,mean_population_budget,burst_events
ablation,Full HAT,168910,8,0.0005,200,-67.88582611083984,92239.91382169724,0.8943485000636429,841,21.325,115.77,185
ablation,Full HAT,168910,9,0.0005,200,-67.48050689697266,134437.5799229145,1.0577167000155896,935,31.16,141.78,186
ablation,Full HAT,189354,0,0.0005,200,-73.50791931152344,348563.1572237015,1.2446510998997837,926,38.405,149.885,186
ablation,Full HAT,189354,1,0.0005,200,-74.07568359375,513183.99343156815,1.0378016999457031,958,46.94,180.065,180
ablation,Full HAT,189354,2,0.0005,200,-74.94775390625,468441.3874192238,1.0184522999916226,957,45.91,183.48,181
ablation,Full HAT,189354,3,0.0005,200,-75.99397277832031,404140.606924057,1.1258115998934954,950,45.475,178.745,175
ablation,Full HAT,189354,4,0.0005,200,-78.42877960205078,296490.05746126175,1.0346931999083608,860,33.745,145.69,185
ablation,Full HAT,189354,5,0.0005,200,-70.22720336914062,308798.00097966194,0.9838705000001937,880,31.52,117.64,187
ablation,Full HAT,189354,6,0.0005,200,-73.5875473022461,393202.8567786217,1.0962445000186563,967,47.31,182.605,185
ablation,Full HAT,189354,7,0.0005,200,-78.7433090209961,343164.9711737633,1.1416480999905616,962,44.85,155.11,186
