study,variant,instance,seed,alpha,trials,final_best_error,total_cost,runtime_seconds,objective_evaluations,mean_max_fidelity,mean_population_budget,burst_events
sensitivity,alpha=0.0001,3945,4,0.0001,60,-98.19293975830078,8552.657138824463,0.3283712000120431,203,11.45,78.15,51
sensitivity,alpha=0.0001,167104,0,0.0001,60,-92.83413696289062,4630.486740857363,0.30904199997894466,251,29.616666666666667,135.51666666666668,43
sensitivity,alpha=0.0001,167104,1,0.0001,60,-92.41056823730469,5458.965674221516,0.30593140004202724,243,23.516666666666666,92.35,47
sensitivity,alpha=0.0001,167104,2,0.0001,60,-90.88872528076172,7383.875466823578,0.30073060002177954,248,32.8,139.0,45
sensitivity,alpha=0.0001,167104,3,0.0001,60,-91.45904541015625,4631.788559854031,0.299227099865675,227,19.316666666666666,86.71666666666667,43
sensitivity,alpha=0.0001,167104,4,0.0001,60,-91.93004608154297,7412.3325425982475,0.3122632000595331,259,34.71666666666667,143.08333333333334,42
sensitivity,alpha=0.0001,168329,0,0.0001,60,-30.376590728759766,9677.450235843658,0.3007435000035912,227,15.016666666666667,83.01666666666667,44
sensitivity,alpha=0.0001,168329,1,0.0001,60,-25.69538116455078,10507.650863051414,0.26334699988365173,216,14.2,37.35,51
sensitivity,alpha=0.0001,168329,2,0.0001,60,-27.238513946533203,18152.429522037506,0.29459920013323426,242,29.066666666666666,139.61666666666667,45
sensitivity,alpha=0.0001,168329,3,0.0001,60,-30.203336715698242,18783.002743840218,0.29684630013071,236,24.366666666666667,115.23333333333333,44
sensitivity,alpha=0.0001,168329,4,0.0001,60,-28.264110565185547,15330.417603135109,0.297657499788329,245,26.083333333333332,121.6,39
sensitivity,alpha=0.0001,168908,0,0.0001,60,-81.94775390625,114966.87217855453,0.2908817999996245,245,29.416666666666668,120.58333333333333,38
sensitivity,alpha=0.0001,168908,1,0.0001,60,-82.07600402832031,141269.1906118393,0.306962100090459,252,34.81666666666667,132.48333333333332,45
sensitivity,alpha=0.0001,168908,2,0.0001,60,-79.39112091064453,102622.14196586609,0.2922026999294758,241,28.666666666666668,131.98333333333332,36
sensitivity,alpha=0.0001,168908,3,0.0001,60,-81.1109619140625,130684.2716832161,0.31754359998740256,255,31.783333333333335,136.3,47
sensitivity,alpha=0.0001,168908,4,0.0001,60,-80.10111236572266,128093.51906871796,0.3106930998619646,244,29.616666666666667,141.41666666666666,45
sensitivity,alpha=0.0001,189873,0,0.0001,60,-82.94473266601562,187379.48810863495,0.29778679995797575,242,27.216666666666665,130.6,40
