study,variant,instance,seed,alpha,trials,final_best_error,total_cost,runtime_seconds,objective_evaluations,mean_max_fidelity,mean_population_budget,burst_events
sensitivity,alpha=0.01,167104,3,0.01,60,-92.39346313476562,5245.778065145016,0.31330789998173714,236,25.65,117.7,32
sensitivity,alpha=0.01,167104,4,0.01,60,-91.93004608154297,7146.65634649992,0.31234090006910264,257,33.666666666666664,137.63333333333333,42
sensitivity,alpha=0.01,168329,0,0.01,60,-30.68474578857422,10305.548800945282,0.2816622999962419,225,16.883333333333333,86.01666666666667,44
sensitivity,alpha=0.01,168329,1,0.01,60,-23.793813705444336,6944.673444151878,0.2588002998381853,202,10.316666666666666,41.7,53
sensitivity,alpha=0.01,168329,2,0.01,60,-22.824066162109375,10893.240759372711,0.2866672999225557,220,15.966666666666667,90.83333333333333,48
sensitivity,alpha=0.01,168329,3,0.01,60,-29.244752883911133,15716.773357510567,0.30234019993804395,233,18.366666666666667,114.51666666666667,44
sensitivity,alpha=0.01,168329,4,0.01,60,-28.264110565185547,14014.687569260597,0.29550140001811087,238,24.8,112.7,39
sensitivity,alpha=0.01,168908,0,0.01,60,-81.94775390625,106277.88965368271,0.28865500004030764,238,25.983333333333334,121.2,36
sensitivity,alpha=0.01,168908,1,0.01,60,-81.39051818847656,115962.65413951874,0.30662030004896224,252,27.6,120.4,44
sensitivity,alpha=0.01,168908,2,0.01,60,-79.39112091064453,96142.90140724182,0.2846395999658853,238,27.25,127.03333333333333,36
sensitivity,alpha=0.01,168908,3,0.01,60,-81.1109619140625,126284.6466832161,0.30846159998327494,252,30.6,126.21666666666667,44
sensitivity,alpha=0.01,168908,4,0.01,60,-80.20729064941406,116569.73469543457,0.2971459999680519,237,27.7,113.08333333333333,39
sensitivity,alpha=0.01,189873,0,0.01,60,-80.27640533447266,68980.57228374481,0.29080540011636913,222,13.183333333333334,72.55,44
sensitivity,alpha=0.01,189873,1,0.01,60,-74.88462829589844,69796.81314754486,0.26355799986049533,205,12.016666666666667,46.85,53
sensitivity,alpha=0.01,189873,2,0.01,60,-80.56401824951172,172089.6907968521,0.29167570010758936,238,27.083333333333332,134.45,45
sensitivity,alpha=0.01,189873,3,0.01,60,-84.87250518798828,174803.84763336182,0.2909468000289053,233,18.366666666666667,114.51666666666667,44
sensitivity,alpha=0.01,189873,4,0.01,60,-74.27872467041016,127659.94414329529,0.2897574999369681,236,19.616666666666667,104.91666666666667,43
