algorithm,scenario,instance,seed,trial_id,rung,fidelity,validation_error,simulated_cost,cumulative_cost,best_validation_error,config_json
bohb,lcbench,189865,3,1,1,1.0,-51.88151550292969,6.28223180770874,6.28223180770874,-51.88151550292969,"{""OpenML_task_id"": ""189865"", ""batch_size"": 108, ""learning_rate"": 0.013318136687429968, ""max_dropout"": 0.2909047389129443, ""max_units"": 264, ""momentum"": 0.8947227893694126, ""num_layers"": 3, ""weight_decay"": 0.0018846133849566762}"
bohb,lcbench,189865,3,1,2,3.0,-85.83570098876953,11.835013389587402,18.117245197296143,-85.83570098876953,"{""OpenML_task_id"": ""189865"", ""batch_size"": 108, ""learning_rate"": 0.013318136687429968, ""max_dropout"": 0.2909047389129443, ""max_units"": 264, ""momentum"": 0.8947227893694126, ""num_layers"": 3, ""weight_decay"": 0.0018846133849566762}"
bohb,lcbench,189865,3,1,3,9.0,-91.90735626220703,15.74232006072998,33.85956525802612,-91.90735626220703,"{""OpenML_task_id"": ""189865"", ""batch_size"": 108, ""learning_rate"": 0.013318136687429968, ""max_dropout"": 0.2909047389129443, ""max_units"": 264, ""momentum"": 0.8947227893694126, ""num_layers"": 3, ""weight_decay"": 0.0018846133849566762}"
bohb,lcbench,189865,3,1,4,27.0,-94.13091278076172,33.30149459838867,67.1610598564148,-94.13091278076172,"{""OpenML_task_id"": ""189865"", ""batch_size"": 108, ""learning_rate"": 0.013318136687429968, ""max_dropout"": 0.2909047389129443, ""max_units"": 264, ""momentum"": 0.8947227893694126, ""num_layers"": 3, ""weight_decay"": 0.0018846133849566762}"
bohb,lcbench,189865,3,1,5,52.0,-94.74180603027344,75.63204193115234,142.79310178756714,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 108, ""learning_rate"": 0.013318136687429968, ""max_dropout"": 0.2909047389129443, ""max_units"": 264, ""momentum"": 0.8947227893694126, ""num_layers"": 3, ""weight_decay"": 0.0018846133849566762}"
bohb,lcbench,189865,3,2,1,1.0,-59.99862289428711,3.875375747680664,146.6684775352478,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 18, ""learning_rate"": 0.000554197920268787, ""max_dropout"": 0.09355149746544533, ""max_units"": 439, ""momentum"": 0.22937942822710844, ""num_layers"": 1, ""weight_decay"": 0.02156554507140773}"
bohb,lcbench,189865,3,2,2,3.0,-64.17738342285156,15.682357788085938,162.35083532333374,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 18, ""learning_rate"": 0.000554197920268787, ""max_dropout"": 0.09355149746544533, ""max_units"": 439, ""momentum"": 0.22937942822710844, ""num_layers"": 1, ""weight_decay"": 0.02156554507140773}"
bohb,lcbench,189865,3,3,1,1.0,-56.27471160888672,4.830588340759277,167.18142366409302,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 55, ""learning_rate"": 0.0030054380132902175, ""max_dropout"": 0.9133014457224449, ""max_units"": 535, ""momentum"": 0.966546957572808, ""num_layers"": 1, ""weight_decay"": 0.04151596868903687}"
bohb,lcbench,189865,3,3,2,3.0,-85.11328125,8.549641609191895,175.7310652732849,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 55, ""learning_rate"": 0.0030054380132902175, ""max_dropout"": 0.9133014457224449, ""max_units"": 535, ""momentum"": 0.966546957572808, ""num_layers"": 1, ""weight_decay"": 0.04151596868903687}"
bohb,lcbench,189865,3,3,3,9.0,-88.4125747680664,14.147046089172363,189.87811136245728,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 55, ""learning_rate"": 0.0030054380132902175, ""max_dropout"": 0.9133014457224449, ""max_units"": 535, ""momentum"": 0.966546957572808, ""num_layers"": 1, ""weight_decay"": 0.04151596868903687}"
bohb,lcbench,189865,3,4,1,1.0,-55.671180725097656,7.121703147888184,196.99981451034546,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 43, ""learning_rate"": 0.012006426178129779, ""max_dropout"": 0.4404537176707395, ""max_units"": 99, ""momentum"": 0.5847376260483418, ""num_layers"": 1, ""weight_decay"": 0.030643289602294215}"
bohb,lcbench,189865,3,5,1,1.0,-55.998558044433594,2.5115835666656494,199.5113980770111,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 35, ""learning_rate"": 0.0014585246476239138, ""max_dropout"": 0.9363836498604304, ""max_units"": 958, ""momentum"": 0.6984214715624042, ""num_layers"": 1, ""weight_decay"": 0.08089483108711712}"
bohb,lcbench,189865,3,6,1,1.0,-47.09657287597656,5.221039772033691,204.7324378490448,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 41, ""learning_rate"": 0.024072759748010396, ""max_dropout"": 0.5778634409398802, ""max_units"": 282, ""momentum"": 0.12108523301388854, ""num_layers"": 4, ""weight_decay"": 0.050708660281655285}"
bohb,lcbench,189865,3,7,1,1.0,-50.30645751953125,3.374760866165161,208.10719871520996,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 31, ""learning_rate"": 0.005890192301565191, ""max_dropout"": 0.9660083692646072, ""max_units"": 156, ""momentum"": 0.30522038583001465, ""num_layers"": 3, ""weight_decay"": 0.07233517299691897}"
bohb,lcbench,189865,3,8,1,1.0,-62.609413146972656,2.2522120475769043,210.35941076278687,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 57, ""learning_rate"": 0.015953011147727267, ""max_dropout"": 0.4327592090964014, ""max_units"": 133, ""momentum"": 0.3428702258988956, ""num_layers"": 5, ""weight_decay"": 0.07479530487489741}"
bohb,lcbench,189865,3,8,2,3.0,-68.86260223388672,5.964292526245117,216.32370328903198,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 57, ""learning_rate"": 0.015953011147727267, ""max_dropout"": 0.4327592090964014, ""max_units"": 133, ""momentum"": 0.3428702258988956, ""num_layers"": 5, ""weight_decay"": 0.07479530487489741}"
bohb,lcbench,189865,3,9,1,1.0,-44.82199478149414,5.762094497680664,222.08579778671265,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 23, ""learning_rate"": 0.02313977943796514, ""max_dropout"": 0.16150013995704082, ""max_units"": 180, ""momentum"": 0.12242845866764143, ""num_layers"": 4, ""weight_decay"": 0.0565797255555951}"
bohb,lcbench,189865,3,10,1,1.0,-48.584529876708984,9.626172065734863,231.7119698524475,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 26, ""learning_rate"": 0.0005695181244035233, ""max_dropout"": 0.5339810609790997, ""max_units"": 809, ""momentum"": 0.5086838578283451, ""num_layers"": 3, ""weight_decay"": 0.001483344025493812}"
bohb,lcbench,189865,3,11,1,1.0,-55.36363220214844,7.91097354888916,239.62294340133667,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 72, ""learning_rate"": 0.017730747443897722, ""max_dropout"": 0.36842890999926636, ""max_units"": 272, ""momentum"": 0.9265693657722683, ""num_layers"": 1, ""weight_decay"": 0.08306369190580774}"
bohb,lcbench,189865,3,12,1,1.0,-61.0649528503418,2.853228807449341,242.476172208786,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 373, ""learning_rate"": 0.0022896392777920927, ""max_dropout"": 0.28249539334539286, ""max_units"": 255, ""momentum"": 0.1182308990649415, ""num_layers"": 1, ""weight_decay"": 0.019018050210555092}"
bohb,lcbench,189865,3,12,2,3.0,-63.102439880371094,8.387882232666016,250.86405444145203,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 373, ""learning_rate"": 0.0022896392777920927, ""max_dropout"": 0.28249539334539286, ""max_units"": 255, ""momentum"": 0.1182308990649415, ""num_layers"": 1, ""weight_decay"": 0.019018050210555092}"
bohb,lcbench,189865,3,13,1,1.0,-56.896705627441406,5.812295436859131,256.67634987831116,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 196, ""learning_rate"": 0.0006622012869658513, ""max_dropout"": 0.5480078715786546, ""max_units"": 885, ""momentum"": 0.6991827794478512, ""num_layers"": 5, ""weight_decay"": 0.0978088279214022}"
bohb,lcbench,189865,3,13,2,3.0,-54.43425750732422,23.21807861328125,279.8944284915924,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 196, ""learning_rate"": 0.0006622012869658513, ""max_dropout"": 0.5480078715786546, ""max_units"": 885, ""momentum"": 0.6991827794478512, ""num_layers"": 5, ""weight_decay"": 0.0978088279214022}"
bohb,lcbench,189865,3,14,1,1.0,-49.1564826965332,2.409787178039551,282.30421566963196,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 152, ""learning_rate"": 0.0001030366228187413, ""max_dropout"": 0.07272031257859901, ""max_units"": 507, ""momentum"": 0.5926885861260328, ""num_layers"": 2, ""weight_decay"": 0.0957708196603751}"
bohb,lcbench,189865,3,15,1,1.0,-45.830322265625,4.799909591674805,287.10412526130676,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 109, ""learning_rate"": 0.0012126314255417865, ""max_dropout"": 0.5472815564850526, ""max_units"": 123, ""momentum"": 0.7460710432352092, ""num_layers"": 4, ""weight_decay"": 0.04176298478810014}"
bohb,lcbench,189865,3,16,1,1.0,-49.81144332885742,5.550135135650635,292.6542603969574,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 189, ""learning_rate"": 0.0065349950160135265, ""max_dropout"": 0.5349884011025217, ""max_units"": 106, ""momentum"": 0.8737635628147378, ""num_layers"": 2, ""weight_decay"": 0.046483238547657964}"
bohb,lcbench,189865,3,17,1,1.0,-48.26373291015625,0.8647138476371765,293.5189742445946,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 425, ""learning_rate"": 0.0001284278992327125, ""max_dropout"": 0.8578661639702043, ""max_units"": 69, ""momentum"": 0.5344742338673231, ""num_layers"": 3, ""weight_decay"": 0.012136336492789649}"
bohb,lcbench,189865,3,18,1,1.0,-51.096031188964844,3.670388698577881,297.18936294317245,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 110, ""learning_rate"": 0.03718677097597669, ""max_dropout"": 0.5690210661540185, ""max_units"": 259, ""momentum"": 0.66725233610304, ""num_layers"": 2, ""weight_decay"": 0.09879432257886316}"
bohb,lcbench,189865,3,19,1,1.0,-48.681373596191406,5.25869083404541,302.44805377721786,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 60, ""learning_rate"": 0.00014704629523149814, ""max_dropout"": 0.7181174144754986, ""max_units"": 936, ""momentum"": 0.6151111739774371, ""num_layers"": 3, ""weight_decay"": 0.013518158953824173}"
bohb,lcbench,189865,3,20,1,1.0,-50.258724212646484,1.4713085889816284,303.9193623661995,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 304, ""learning_rate"": 0.00012108819602481558, ""max_dropout"": 0.5526614638541516, ""max_units"": 536, ""momentum"": 0.7062056339972139, ""num_layers"": 2, ""weight_decay"": 0.05466564965111465}"
bohb,lcbench,189865,3,21,1,1.0,-60.03831100463867,3.424961805343628,307.3443241715431,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 46, ""learning_rate"": 0.0006835251567367293, ""max_dropout"": 0.37050434091335716, ""max_units"": 380, ""momentum"": 0.6805259830301348, ""num_layers"": 5, ""weight_decay"": 0.09889904154418996}"
bohb,lcbench,189865,3,21,2,3.0,-60.9041633605957,11.793179512023926,319.13750368356705,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 46, ""learning_rate"": 0.0006835251567367293, ""max_dropout"": 0.37050434091335716, ""max_units"": 380, ""momentum"": 0.6805259830301348, ""num_layers"": 5, ""weight_decay"": 0.09889904154418996}"
bohb,lcbench,189865,3,22,1,1.0,-45.530094146728516,7.818938732147217,326.95644241571426,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 250, ""learning_rate"": 0.0005345360203993017, ""max_dropout"": 0.7223361817978389, ""max_units"": 420, ""momentum"": 0.6901612691519777, ""num_layers"": 4, ""weight_decay"": 0.0016466340236222171}"
bohb,lcbench,189865,3,23,1,1.0,-59.76347732543945,2.5227394104003906,329.47918182611465,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 60, ""learning_rate"": 0.023543952731101294, ""max_dropout"": 0.8093332366602995, ""max_units"": 204, ""momentum"": 0.4314327712456856, ""num_layers"": 5, ""weight_decay"": 0.042107846494910964}"
bohb,lcbench,189865,3,23,2,3.0,-69.2964859008789,5.663086891174316,335.14226871728897,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 60, ""learning_rate"": 0.023543952731101294, ""max_dropout"": 0.8093332366602995, ""max_units"": 204, ""momentum"": 0.4314327712456856, ""num_layers"": 5, ""weight_decay"": 0.042107846494910964}"
bohb,lcbench,189865,3,23,3,9.0,-78.16983795166016,12.661934852600098,347.80420356988907,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 60, ""learning_rate"": 0.023543952731101294, ""max_dropout"": 0.8093332366602995, ""max_units"": 204, ""momentum"": 0.4314327712456856, ""num_layers"": 5, ""weight_decay"": 0.042107846494910964}"
bohb,lcbench,189865,3,24,1,1.0,-58.59934616088867,4.126380443572998,351.93058401346207,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 183, ""learning_rate"": 0.009666357497153383, ""max_dropout"": 0.6302292745276349, ""max_units"": 521, ""momentum"": 0.30310964709032584, ""num_layers"": 5, ""weight_decay"": 0.08644314628116063}"
bohb,lcbench,189865,3,24,2,3.0,-61.048500061035156,14.095450401306152,366.0260344147682,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 183, ""learning_rate"": 0.009666357497153383, ""max_dropout"": 0.6302292745276349, ""max_units"": 521, ""momentum"": 0.30310964709032584, ""num_layers"": 5, ""weight_decay"": 0.08644314628116063}"
bohb,lcbench,189865,3,25,1,1.0,-59.445594787597656,2.2605788707733154,368.28661328554153,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 22, ""learning_rate"": 0.00040196939096298894, ""max_dropout"": 0.41457446044204027, ""max_units"": 273, ""momentum"": 0.43373804281004213, ""num_layers"": 5, ""weight_decay"": 0.08016754282390504}"
bohb,lcbench,189865,3,25,2,3.0,-61.04553985595703,7.711564540863037,375.99817782640457,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 22, ""learning_rate"": 0.00040196939096298894, ""max_dropout"": 0.41457446044204027, ""max_units"": 273, ""momentum"": 0.43373804281004213, ""num_layers"": 5, ""weight_decay"": 0.08016754282390504}"
bohb,lcbench,189865,3,26,1,1.0,-52.903324127197266,4.36344051361084,380.3616183400154,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 413, ""learning_rate"": 0.05289553233723556, ""max_dropout"": 0.5791660360916523, ""max_units"": 466, ""momentum"": 0.2077709888376092, ""num_layers"": 5, ""weight_decay"": 0.029608677646042133}"
bohb,lcbench,189865,3,27,1,1.0,-59.39292907714844,4.656279563903809,385.0178979039192,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 25, ""learning_rate"": 0.0311055463686145, ""max_dropout"": 0.9123936846960307, ""max_units"": 278, ""momentum"": 0.5089517027498534, ""num_layers"": 5, ""weight_decay"": 0.0946629416416057}"
bohb,lcbench,189865,3,27,2,3.0,-68.60311126708984,13.663165092468262,398.6810629963875,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 25, ""learning_rate"": 0.0311055463686145, ""max_dropout"": 0.9123936846960307, ""max_units"": 278, ""momentum"": 0.5089517027498534, ""num_layers"": 5, ""weight_decay"": 0.0946629416416057}"
bohb,lcbench,189865,3,28,1,1.0,-52.52068328857422,7.316929340362549,405.99799233675003,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 47, ""learning_rate"": 0.09701947835180809, ""max_dropout"": 0.16953911521700116, ""max_units"": 576, ""momentum"": 0.10428924388637041, ""num_layers"": 3, ""weight_decay"": 0.008885897958255248}"
bohb,lcbench,189865,3,29,1,1.0,-53.05642318725586,2.9536306858062744,408.9516230225563,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 101, ""learning_rate"": 0.061141045308862996, ""max_dropout"": 0.756338797501199, ""max_units"": 303, ""momentum"": 0.3923406024437299, ""num_layers"": 2, ""weight_decay"": 0.022728958844383407}"
bohb,lcbench,189865,3,30,1,1.0,-48.21489715576172,1.223092794418335,410.17471581697464,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 101, ""learning_rate"": 0.00015056277551308618, ""max_dropout"": 0.7531203217894931, ""max_units"": 81, ""momentum"": 0.31655307132333177, ""num_layers"": 2, ""weight_decay"": 0.06590248059922814}"
bohb,lcbench,189865,3,31,1,1.0,-56.00703811645508,5.389770984649658,415.5644868016243,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 122, ""learning_rate"": 0.030896167490150013, ""max_dropout"": 0.7821683094008954, ""max_units"": 917, ""momentum"": 0.9726018237880752, ""num_layers"": 1, ""weight_decay"": 0.03162261407430532}"
bohb,lcbench,189865,3,31,2,3.0,-90.0186538696289,6.782846927642822,422.3473337292671,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 122, ""learning_rate"": 0.030896167490150013, ""max_dropout"": 0.7821683094008954, ""max_units"": 917, ""momentum"": 0.9726018237880752, ""num_layers"": 1, ""weight_decay"": 0.03162261407430532}"
bohb,lcbench,189865,3,31,3,9.0,-89.55078125,10.379186630249023,432.72652035951614,-94.74180603027344,"{""OpenML_task_id"": ""189865"", ""batch_size"": 122, ""learning_rate"": 0.030896167490150013, ""max_dropout"": 0.7821683094008954, ""max_units"": 917, ""momentum"": 0.9726018237880752, ""num_layers"": 1, ""weight_decay"": 0.03162261407430532}"
